采购项目名称	预算金额	行政区域	网址
中国船舶重工集团公司第七二五研究所（洛阳船舶材料研究所）厦门材料研究院正式用电工程公开招标公告	￥412.106万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180806_10421694.htm
国家海洋局北海海洋工程勘察研究院海洋调查船船员劳务派遣服务项目公开招标公告	￥0万元（人民币）	青岛市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201808/t20180817_10499375.htm
交通运输部南海航海保障中心广州海事测绘中心船舶修理项目（重招）公开招标公告	￥160.000000万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201809/t20180907_10643004.htm
中国海监8003和中国渔政35001检修项目招标公告	￥684.000000万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180920_10736374.htm
中国人民解放军32121部队船舶维修工程公开招标公告（重发公告）	￥22.4984万元（人民币）	中山区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180829_10575499.htm
宁波海关（原北仑出入境检验检疫局）采购仪器设备项目的采购公告	￥19.7万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180712_10266163.htm
肇庆市交通集团车辆、船舶保险承保服务采购公开招标公告	￥1000万元（人民币）	肇庆市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180629_10191571.htm
省海洋与渔业监督监察总队(中国海监山东总队渔业船舶检验局)山东省海洋与渔业监督监察总队现场执法工具套装项目公开招标公告	详见公告正文	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180805_10414090.htm
交通运输部长江口航道管理局船用国标0#柴油、润滑油及船舶日用淡水的采购（No.1801）公开招标公告	￥4600万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201808/t20180817_10496849.htm
广东省渔政总队直属一支队中国海监9020船坞修工程定点维修服务采购项目（项目编号：PZH018A052）公开招标公告	￥0.000000万元（人民币）	汕头市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180907_10642090.htm
集美大学海上交通大数据挖掘分析平台设备招标公告	￥150.000000万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180920_10735783.htm
北京市颐和园管理处颐和园画舫公开招标公告	￥136.5万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180828_10568245.htm
2016年藏区专项“菜篮子”工程共和县龙羊峡水产养殖基地码头项目（二次）公开招标公告	￥255万元（人民币）	共和县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180712_10265740.htm
陵水公安边防支队家具类、家电类、办案区升级改造及陵水沿海船舶边防治安管理识别号牌采购公开招标公告	￥69.8262万元（人民币）	海南省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180629_10189922.htm
中国环境科学研究院移动源普查技术规范制定及组织实施对外委托项目公开招标公告	￥399万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201808/t20180803_10411879.htm
北海航海保障中心大型航标船建造项目监理服务采购公开招标公告	￥220万元（人民币）	天津市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201808/t20180816_10494842.htm
交通运输部长江口航道管理局2018年泥驳 “长江口驳2”坞修项目（二次）公开招标公告	￥380万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201807/t20180726_10354040.htm
广东省渔政总队直属一支队执法船艇维修定点服务采购项目（项目编号：PZH018A051）公开招标公告	￥0.000000万元（人民币）	汕头市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180907_10642073.htm
芜湖市地方海事局海巡1501、稽查6号、运政0401、海巡1526艇维修工程（一包）	￥291829.310000万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180919_10732757.htm
海洋与渔业局渔政执法快艇项目公开招标公告	详见公告正文	青岛市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180828_10566441.htm
沧州渤海新区港兴拖轮有限公司船舶配备船员项目三标段二次公开招标公告	￥1230万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180712_10264300.htm
大连海事大学船舶综合驾驶台仪器仿真模拟软件采购公开招标公告	￥78万元（人民币）	辽宁省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180629_10187756.htm
海南海峡航运股份有限公司-海南海峡航运股份有限公司2018年度 船舶配件物资供应服务（第二次招标）-公开招标公告	￥214.06万元（人民币）	海南省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180803_10410984.htm
自然资源部中国地质调查局青岛海洋地质研究所青岛海洋地质研究所船舶伙食冷链供应合作协议单位招标项目招标公告公开招标公告	￥0万元（人民币）	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180815_10485270.htm
云之龙招标集团有限公司广西海事局智慧海事监管服务平台（一期）采购GXYLG20184094-N公开招标公告	￥109.000000万元（人民币）	南宁市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180906_10639661.htm
厦门务实-[350200]WS[GK]2018046-2集美大学海上交通大数据挖掘分析平台设备公开招标公告	￥150.000000万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180919_10731743.htm
交通运输部天津水运工程科学研究所港口与船舶污水综合处理及资源化技术系统设备购置项目公开招标公告	￥345万元（人民币）	天津市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180827_10560594.htm
北京市密云水库管理处更新密云水库环保动力工作船-中型船公开招标公告	￥3636.99万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180712_10264286.htm
集美大学“集大3号“半潜式波浪能发电平台开发项目招标公告	￥480万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180629_10187539.htm
息县水利局大型水行政执法船采购项目招标公告	￥0万元（人民币）	息县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180803_10409975.htm
厦门市海洋综合行政执法支队综合执法与管理及大型船舶运行维护等货物类采购项目公开招标公告	￥110万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180726_10353511.htm
天津海事局天津辖区水域船舶污染航空监控项目公开招标公告	￥199万元（人民币）	天津市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180815_10481648.htm
山东海事局遥感溢油监测处理系统工程软件系统公开招标公告	￥1205.000000万元（人民币）	山东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180919_10730329.htm
襄阳市城市管理行政执法督察大队趸船和中型执法船采购项目 招标公告	￥590.000000万元（人民币）	湖北省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180906_10638158.htm
中华人民共和国天津海事局天津海事局智能VTS系统完善项目公开招标公告	￥470万元（人民币）	天津市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180827_10559144.htm
沧州渤海新区港兴拖轮有限公司船舶配备船员项目二标段二次公开招标公告	￥1230万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180712_10264085.htm
河北省南运河河务管理处2018年度水利工程运行与维护招标公告	￥284.5505万元（人民币）	河北省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180629_10186707.htm
交通运输部水运科学研究所船舶尾气治理技术实验设备购置—船舶尾气排放实时监测小型实验系统等公开招标公告(二次）	￥543万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201808/t20180803_10408849.htm
中国海监第五支队中国海警2054、2055、2056和2057四艘执法艇进厂年度坞检修理工程公开招标公告	￥72.1891万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201808/t20180814_10477828.htm
厦门市海洋综合行政执法支队综合执法与管理及大型船舶运行维护等货物类采购项目招标公告	￥110万元（人民币）	厦门市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180726_10352506.htm
三沙市渔业发展有限公司-三沙市渔业发展有限公司船舶用品供应商入库资格项目-公开招标公告	￥0.000000万元（人民币）	三沙市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180919_10727619.htm
福州海关后勤管理中心福州海关涉案船舶监护企业遴选采购项目公开招标公告	￥100.000000万元（人民币）	福州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180906_10633757.htm
长江上海航道处2018年航标器材采购项目公开招标公告	￥237万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180825_10551097.htm
沧州渤海新区港兴拖轮有限公司船舶配备船员项目一标段二次公开招标公告	￥1230万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180712_10263941.htm
晴隆县地方海事处航标工作船、测量设备、保障系统装备及搜救应急设备采购项目A包：航标工作船（三次）采购公告	￥75万元（人民币）	晴隆县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180629_10185850.htm
广东新船重工有限公司150米客滚船内部装修项目公开招标公告	￥1059.83万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180803_10407070.htm
福州航标处宁德和福鼎站辖区航标维护作业海上交通服务外包项目公开招标公告	￥190万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180814_10477992.htm
广东省水利厅水利水政监察局船舶委托管理公开招标公告	￥105万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180726_10350452.htm
中国海监第八支队中国海警3368船中间检验项目公开招标公告	￥250.000000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180918_10723368.htm
中华人民共和国广西海事局广西海事局沿海船舶交通管理系统扩建工程配套设备采购公开招标公告	￥185.000000万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180905_10628928.htm
濮阳县交通运输局黄河专用渡船采购项目二次招标公告	￥168万元（人民币）	河南省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180824_10548470.htm
中华人民共和国江门海事局江门海事局船员劳务外包采购（重招）公开招标公告	￥248.9695万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201807/t20180711_10261160.htm
深圳烟草进出口有限公司2018年出口烟丝及辅料、出口卷烟货代服务项目（第二次）公开招标公告	￥200万元（人民币）	深圳市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180803_10405878.htm
青阳童埠码头改扩建工程可行性研究报告编制与童埠码头堆场环境设施完善工程方案设计项目青政采代（FW）—2018—010招标公告	￥0.000000万元（人民币）	青阳县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180918_10721516.htm
沧州渤海新区港兴拖轮有限公司船舶投保项目公开招标公告	￥1.73万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180814_10475935.htm
上海海洋大学2018年度马里亚纳海沟海试和科考船舶租赁服务采购项目公开招标公告	￥300万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180627_10175662.htm
黄河水利委员会山东水文水资源局黄委大江大河水文监测系统建设工程（一期）水文测验船舶建造监理（二次）招标公告	￥65万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201807/t20180725_10344047.htm
南平市水路运输管理处《南平市防治船舶及其有关作业活动污染水域环境应急能力建设规划》服务类采购项目招标公告	￥36.000000万元（人民币）	南平市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180905_10626240.htm
辽宁省公安边防总队海警第三支队海警21018艇维修工程公开招标公告	￥60万元（人民币）	盘锦市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180627_10171131.htm
青铜峡市黄河大峡谷旅游有限公司青铜峡市黄河大峡谷旅游区创建国家5A级景区改造提升设备采购项目公开招标公告	￥568.2万元（人民币）	宁夏回族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180814_10471179.htm
中华人民共和国黄埔海关后勤管理中心黄埔海关2018-2020年度缉私艇日常维修厂家资格招标项目（重招）公开招标公告	￥750万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180824_10548846.htm
天津海事局天津辖区水域船舶污染航空监控项目公开招标公告	￥199万元（人民币）	天津市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180724_10336575.htm
北京世界园艺博览会事务协调局（本级）2019年北京世园会服务保障用船项目公开招标公告	￥353.000000万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180917_10710960.htm
深圳烟草进出口有限公司2018年出口烟丝及辅料、出口卷烟货代服务项目公开招标公告	￥200万元（人民币）	深圳市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201807/t20180711_10258274.htm
中国科学院南海海洋研究所“实验2”科考船中期检验和坞修采购项目公开招标公告	￥120.000000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201809/t20180904_10623229.htm
辽宁省公安边防总队海警第三支队海警21017艇中修工程公开招标公告	￥180万元（人民币）	盘锦市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201806/t20180627_10171085.htm
广州航海学院船舶与海洋工程多功能水池实验室（一期）	￥700万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180803_10405150.htm
重庆市三峡库区（长寿区）船舶废弃物接收处置工程设备二次采购(18A0508)采购公告	￥873万元（人民币）	长寿区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180814_10469843.htm
宁波市海洋与渔业执法支队专项执法及护鱼人队伍建设（宁波市违法渔船及违禁渔获物定点扣押服务单位入围）项目的采购公告（第二次公告）	￥80万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201808/t20180824_10547193.htm
黄河水利委员会河南水文水资源局黄委大江大河水文监测系统建设工程（一期）水文测验船舶设计公开招标公告	￥152.07万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201807/t20180723_10330732.htm
